001,00000372,0,2022.11.01 07:09:35,001
001,00000286,0,2022.11.01 07:34:25,001
001,00000058,0,2022.11.01 07:44:40,001
001,00000176,0,2022.11.01 07:44:42,001
001,00000274,0,2022.11.01 07:44:49,001
001,00000335,0,2022.11.01 07:44:53,001
001,00000387,0,2022.11.01 07:44:57,001
001,00000183,0,2022.11.01 07:45:00,001
001,00000108,0,2022.11.01 07:45:03,001
001,00000393,0,2022.11.01 07:45:06,001
001,00000259,0,2022.11.01 07:45:10,001
001,00000194,0,2022.11.01 07:45:15,001
001,00000110,0,2022.11.01 07:45:18,001
001,00000045,0,2022.11.01 07:46:16,001
001,00000320,0,2022.11.01 07:46:20,001
001,00000367,0,2022.11.01 07:46:23,001
001,00000281,0,2022.11.01 07:46:26,001
001,00000394,0,2022.11.01 07:46:30,001
001,00000032,0,2022.11.01 07:46:33,001
001,00000101,0,2022.11.01 07:46:37,001
001,00000285,0,2022.11.01 07:46:40,001
001,00000039,0,2022.11.01 07:46:42,001
001,00000059,0,2022.11.01 07:46:46,001
001,00000092,0,2022.11.01 07:46:50,001
001,00000188,0,2022.11.01 07:46:52,001
001,00000227,0,2022.11.01 07:46:56,001
001,00000053,0,2022.11.01 07:47:15,001
001,00000208,0,2022.11.01 07:47:18,001
001,00000252,0,2022.11.01 07:47:23,001
001,00000182,0,2022.11.01 07:47:27,001
001,00000192,0,2022.11.01 07:47:30,001
001,00000339,0,2022.11.01 07:47:36,001
001,00000065,0,2022.11.01 07:47:39,001
001,00000256,0,2022.11.01 07:47:46,001
001,00000225,0,2022.11.01 07:47:49,001
001,00000008,0,2022.11.01 07:48:08,001
001,00000166,0,2022.11.01 07:48:14,001
001,00000119,0,2022.11.01 07:48:18,001
001,00000121,0,2022.11.01 07:48:21,001
001,00000353,0,2022.11.01 07:48:25,001
001,00000126,0,2022.11.01 07:48:29,001
001,00000268,0,2022.11.01 07:48:36,001
001,00000015,0,2022.11.01 07:48:39,001
001,00000139,0,2022.11.01 07:48:42,001
001,00000366,0,2022.11.01 07:49:39,001
001,00000383,0,2022.11.01 07:49:43,001
001,00000369,0,2022.11.01 07:49:49,001
001,00000085,0,2022.11.01 07:49:52,001
001,00000323,0,2022.11.01 07:49:55,001
001,00000044,0,2022.11.01 07:50:46,001
001,00000346,0,2022.11.01 07:51:00,001
001,00000067,0,2022.11.01 07:51:06,001
001,00000156,0,2022.11.01 07:51:11,001
001,00000287,0,2022.11.01 07:51:25,001
001,00000077,0,2022.11.01 07:51:36,001
001,00000297,0,2022.11.01 07:52:25,001
001,00000364,0,2022.11.01 07:52:31,001
001,00000230,0,2022.11.01 07:52:49,001
001,00000076,0,2022.11.01 07:53:01,001
001,00000061,0,2022.11.01 07:53:05,001
001,00000091,0,2022.11.01 07:53:36,001
001,00000082,0,2022.11.01 07:53:40,001
001,00000314,0,2022.11.01 07:54:09,001
001,00000299,0,2022.11.01 07:54:51,001
001,00000310,0,2022.11.01 07:55:15,001
001,00000064,0,2022.11.01 07:55:20,001
001,00000078,0,2022.11.01 07:56:20,001
001,00000300,0,2022.11.01 07:56:32,001
001,00000140,0,2022.11.01 07:58:20,001
001,00000384,0,2022.11.01 07:58:41,001
001,00000149,0,2022.11.01 07:58:45,001
001,00000305,0,2022.11.01 07:58:49,001
001,00000385,0,2022.11.01 07:58:52,001
001,00000386,0,2022.11.01 07:58:54,001
001,00000184,0,2022.11.01 07:58:58,001
001,00000052,0,2022.11.01 07:59:02,001
001,00000123,0,2022.11.01 07:59:05,001
